,title,label,label_score,len_title
8288,"Reino Cium Jidat Syahrini di Jalanan, Gaya Klimis Bercelana Kolor Bikin Emak-Emak Gemes",clickbait,1,13
2604,"Mana yang Benar, 4 atau 5 Destinasi Super Prioritas?",clickbait,1,9
7411,"Sempat ''Ngamuk'' Nama Anaknya Dicontek, Franda dan Samuel Zulgywyn Kompak Batasi Kolom Komentar",clickbait,1,13
5447,"Atasi Karhutla, Pertamina Siapkan 4.000 Liter Avtur untuk Helikoper Water Bombing",non-clickbait,0,11
4288,"Gajah Ngamuk di Festival Agama di Sri Lanka, 18 Terluka",non-clickbait,0,10
3954,"Minum Teh Hangat Bayar Rp1000, Pak Polisi ini Ngamuk, ""Apa Gue Usir Sekarang!""",clickbait,1,13
7290,"Kronologis Penggerebekan Oknum Kepsek dan Guru TK, Berawal dari Kecurigaan Para Pemuda",clickbait,1,12
6118,"Pocong yang Satu Ini Tidak Seram, Bisa Dimakan dan Warna-warni",clickbait,1,10
4370,Habibie Sempat Tanya Anaknya Soal Hoaks Dirinya Meninggal,non-clickbait,0,8
7830,Kulit Belang dan Dandanan Aneh Aishwarya Rai di Catwalk Paris Fashion Week Banjir Komentar Negatif,clickbait,1,15
7559,5 Restoran Instagramable di Bali dengan View Menghadap Langsung ke Pantai,clickbait,1,11
5022,Mau Tahu Seperti Apa Huawei Mate 30 Pro? Ini Spesifikasi dan Gambarnya,clickbait,1,12
5367,"Cabor Atletik, Panahan, dan Karate Ditarget Emas, Menpora: Sanggup Ya",non-clickbait,0,10
2630,Pemerintah Kaji Penghapusan PPN Kayu Log,non-clickbait,0,6
3681,"Kosa Kata Indonesia Mirip Portugal, Netizen: Kita Sodara Cristiano Ronaldo   ",clickbait,1,10
2561,"Punya Visi Berbeda, Apa yang Diusung Arif-Doni untuk Duduki Kursi Panas PSSI?",clickbait,1,12
6070,"Persib Bandung Ditahan Semen Padang 1-1, Apa Kata Robert Alberts?",clickbait,1,10
2754,"Land Rover Defender 2020 Resmi Diperkenalkan, Intip Kecanggihannya",clickbait,1,8
1095,"Sinopsis Sinetron 'ORANG KETIGA' Episode 633 Tayang Jumat, 12 April 2019",non-clickbait,0,11
3993,JK Sebut Surpres Revisi UU KPK akan Dikirim ke DPR,non-clickbait,0,10
1675,"Dorong UMKM Naik Kelas, BRI Lakukan Program Clustering",non-clickbait,0,8
1067,Inilah Hadiah Istimewa Penggemar di Hari Ulang Tahun Lisa Blackpink,clickbait,1,10
639,Camat Sukaraja Baru Tahu Ada Gunung Sampah 16 Meter di Cilebut Bogor,non-clickbait,0,12
4760,Para Petarung Dunia Semarakkan ONE Championship di Jakarta,non-clickbait,0,8
7865,"Dilaporkan Atta Halilintar, Bebby Fey Sindir Sifat Jujur VS Munafik",clickbait,1,10
112,Tokoh Papua Bicara ke Jokowi soal Persaingan Penduduk dan Lingkungan,non-clickbait,0,10
3683,4 Alasan Inter Bisa Patahkan Dominasi Juventus di Liga Italia Musim Ini,clickbait,1,12
4168,"Awas, Ada Puluhan Notaris Abal-abal Berkeliaran di Sragen",clickbait,1,8
5964,"Aburizal ke Bamsoet: Kalau Golkar Pecah, Orang Lain Tepuk Tangan",non-clickbait,0,10
5288,Kenaikan Cukai Tembakau 23% Dinilai Upaya Mematikan Petani dan Pekerja,non-clickbait,0,10
6466,Ilmuwan Internasional Teliti Tsunami Palu Pakai Superkomputer,non-clickbait,0,7
8281,"Penyakit Jantung Ibunda Kambuh Gara-Gara Kasus dengan Atta Halilintar, Bebby Fey Justru Disalahkan",clickbait,1,13
1103,Song Hye Kyo Tandatangani Kontrak Dengan Rumah Produksi Hong Kong Milik Wong Kar Wai,non-clickbait,0,14
723,"Polusi Disorot HAM PBB,Walhi: Pemerintah Gagal Lindungi Hak Hidup Rakyat",non-clickbait,0,10
5786,Marco Giampaolo Tak Puas Kinerja Lini Serang Milan,non-clickbait,0,8
5059,Rouhani: Serangan pada Kilang Minyak Saudi Adalah Peringatan,non-clickbait,0,8
3434,"Ingrid Kansil Lega, Pelaku Penipuan atas Muzdalifah Tertangkap",non-clickbait,0,8
4726,"Mahfud MD: Habibie Ilmuwan Berotak Jerman, Berhati Makkah",non-clickbait,0,8
2943,"Suzuki Punya Naked Bike Terbaru, Ini Bocoran Spesifikasi dan Harganya",clickbait,1,10
2524,Pelatih Timnas Indonesia Sebut Dua Pemain Thailand Ini Punya Kualitas Pembeda,clickbait,1,11
3223,"Hukum Bayi Tabung Menurut Islam, Ini 4 Fatwa MUI",clickbait,1,9
5124,Pusdiklat MA Gandeng LSPR Bangun Profesi Humas Terpercaya,non-clickbait,0,8
3964,"GAWAT!!! Sangking Tercemarnya, Air Danau Toba Bisa Bikin Anak Autis!",clickbait,1,10
3518,Ibu Negara: Kali Bahagia Babelan Kotor Sekali!   ,clickbait,1,7
4281,Ratusan Kilo Sampah Tertimbun di Pantai Gold Coast,non-clickbait,0,8
4055,Inilah Produk High-End dari Trio Legion Lenovo Terbaru,clickbait,1,8
700,"DPR Tak Kunjung Sahkan RUU P-KS, Komnas Perempuan: Tak Iba Pada Korban",non-clickbait,0,12
5243,Kurs Rupiah Tergelincir di Awal Sesi Iringi Lompatan Dolar AS,non-clickbait,0,10
4684,"Bentrok TNI dan Warga, Belasan Terluka",non-clickbait,0,6
2152,"Paket Family Sering Disalahgunakan, Spotify Pun Minta Data Lokasi",non-clickbait,0,9
5986,"Timnas U-16 Indonesia Vs Brunei, Bima Sakti Kembali Rotasi Pemain",non-clickbait,0,10
6082,Hasil Liga Champions: Ajax Amsterdam Vs Lille 3-0,non-clickbait,0,8
5716,"Gelar Rekonstruksi, Polisi Temukan Bukti Baru Pembunuhan Geng Motor",non-clickbait,0,9
7252,"Empat Mahasiswa Indonesia di Australia Pernah Bunuh Diri, Apa yang Bisa Dicegah?",clickbait,1,12
2379,Cara Menyimpan Twit Orang Lain di Twitter Tanpa Ketahuan Follower ,clickbait,1,10
2950,Pesona Bayi Ganteng yang Terlantar di Pekanbaru,clickbait,1,7
6045,"Bangun Tidur, Tekanan Darah Naik. Ini Kata Dokter",clickbait,1,8
7443,"Jelang Pilkada Solo: Kandidatnya Bersaing Kuat dengan PDIP di Periode Sebelumnya, Ini Tanggapan PKS",clickbait,1,14
5391,Jabar Boyong Tiga Penghargaan Terbaik di AMH 2019,non-clickbait,0,8
218,Polres Bogor Kejar Perampok Bercelurit di Rumah Makan Gratis untuk Duafa,non-clickbait,0,11
4872,Selfie dengan Habibie,clickbait,1,3
2884,PBSI Bidik Dua Gelar di Indonesia Masters 2019,non-clickbait,0,8
5572,Kolabora Hadirkan Coworking Space Full Service Berstandar Hotel,non-clickbait,0,8
1378,"Pernah Nyatakan Ibunya Idap Bipolar, Begini Kondisi Sebenarnya Ibu Barbie Kumalasari",clickbait,1,11
4027,Kemendes Promosikan Kopi Nusantara di Sail Nias 2019,non-clickbait,0,8
6949,Tol Cikampek Elevated Diusulkan Khusus untuk Mobil dan Bus,non-clickbait,0,9
25,KPK Curhat Pencegahan Korupsi Tak Dianggap: Banyak Uang Negara Diselamatkan,non-clickbait,0,10
7678,"Jihyo Twice Terpilih Jadi Member Idol999, Senyum Kemenangan di 'Idol Room' Curi Fokus",clickbait,1,13
2270,"Usul Posisi Wagub Diisi Lebih dari 1 Orang, DPRD DKI Mengacu Zaman Sutiyoso ",non-clickbait,0,13
6215,Menu Sehat dari SDN Sebabkan Balita Meninggal di Koja?,clickbait,1,9
5904,Revisi UU MD3 Dinilai Hanya untuk Penuhi Syahwat Politik Berkuasa,non-clickbait,0,10
2977,Jalan Tol Kunciran-Serpong Beroperasi Akhir Tahun Ini,non-clickbait,0,7
6823,8 Pasang Zodiak yang Nyaris Tak Pernah Bertengkar,clickbait,1,8
4751,Ini Pesan Habibie untuk Kemajuan Pembangunan Indonesia ,clickbait,1,7
6116,"Jack Ma Pensiun Hari Ini, Bagaimana Bisnis Alibaba ke Depannya?",clickbait,1,10
2940,"Kaya Mendadak, Pasutri Ini Beli 3 Mobil Lalu Diburu Polisi",clickbait,1,10
1470,"8 K-Pop Idol Ini Pernah Mengaku Naksir Dengan Idol Lain, Siapa Saja?",clickbait,1,12
8462,"Nagita Slavina Tenteng Tas Kulit Buaya, Netter Sibuk Hitung Angka Nol Saat Tahu Harganya",clickbait,1,14
2904,Top 3 Tekno: Kabar Duka BJ Habibie Meninggal Dunia Jadi Sorotan,clickbait,1,11
3140,Persija Jakarta Siap Tahan Laju Bali United,non-clickbait,0,7
3944,"Miris! Lama Tak Nampak, Begini Kondisi Terakhir Agung Hercules",clickbait,1,9
8176,HyunA dan Jessi Terancam Kena Pasal Seksual Gara-Gara Umbar Celana Dalam?,clickbait,1,11
5682,Bea Cukai Rangkul Akuntan Indonesia Tangani Proses Bisnis Lintas Negara,non-clickbait,0,10
2785,Terungkap di Balik Wajah BJ Habibie yang Tersenyum Saat Meninggal,clickbait,1,10
2441,Peserta Magang Dapat 'Karpet Merah' jadi Pegawai PLN,clickbait,1,8
8334, Adly Fairuz dan Angbeen Rishi Akhirnya Bagikan Foto Preweeding Pasca Lamaran Setahun Lalu,clickbait,1,13
3557,"Jokowi Sebut Resesi Ekonomi Global Akan Terjadi 1,5 Tahun ke Depan   ",non-clickbait,0,11
3025,AFC Solidarity Cup Jadi Jalur Alternatif Timnas Indonesia ke Piala Asia 2023,non-clickbait,0,12
6699,Bappenas: Ibu Kota Baru Bisa Tahan Dampak Pelemahan Ekonomi Dunia,non-clickbait,0,10
5868,PNG Berharap Masalah Papua Diselesaikan dengan Damai dan Bijak,non-clickbait,0,9
6174,"Tombol Galaxy Note 10 di Kiri, Ini Alasannya",clickbait,1,8
2593,Komunitas Mobil Komentari Perluasan Ganjil Genap,clickbait,1,6
5110,Survei Index Research: Publik Respons Positif Revisi UU KPK,non-clickbait,0,9
4077,"Pencurian Mobil Dinas, Emil: Diduga Ada Indikasi Orang Dalam",non-clickbait,0,9
3427,"Ini Cara Listrik Masuk ke Rumah Kamu, Ternyata Perjalanannya Panjang Loh!",clickbait,1,11
8297,"Gisel Bantah Tulari Dugem Liar, Aurel Cuek Minum-Minum Pamer Kaki Nyilang Seksi",clickbait,1,12
8138,"Ramalan Nyai Kidul Soal AH Terbukti, Nasib Bebby Fey Berakhir Tragis?",clickbait,1,11
2244,TKI Asal Indramayu yang Hilang Kontak 13 Tahun di Qatar Ditemukan,non-clickbait,0,11
6861,"Asap Karhutla di Pekanbaru Makin Pekat, Jarak Pandang 800 Meter",non-clickbait,0,10
8034,Klarifikasi Mulan Jameela Soal Kebohongan dan Isu Gagal Paham Program Anggota DPR,clickbait,1,12
8185,Tiffany SNSD Seksi Pakai Lingerie dan Celana Pendek Ketat Menuju Jakarta,clickbait,1,11
8155,Program Sehun Cs 'Busted 2' Bocorkan Jadwal Rilis Lewat Teka-Teki Misterius Ini,clickbait,1,12
3470,"Tak Perlu Banyak Biaya, Begini Tips Mudah Rawat Sofa di Rumah",clickbait,1,11
7339,Video Korban Tewas Innova vs Bus Mira di Nganjuk sebelum Tabrakan: Nanti Buat Cerita Kecelakaan,clickbait,1,15
568,Menteri Nasir: Jokowi Minta Mahasiswa Diajak Dialog Baik-baik,non-clickbait,0,8
7945,Kocaknya Reaksi Donghae Saat Tak Sengaja Lihat Mobil Dihiasi Iklan Mie Instan Siwon di Jakarta,clickbait,1,15
5852,Kaos Airbrush Karya Mahasiswa Pangandaran Tembus Pasar Domestik Indonesia,non-clickbait,0,9
3180,"Kilang Minyak Saudi Aramco Diserang Drone, Apa Dampaknya ke Harga BBM?",clickbait,1,11
1962,Nestle Targetkan Nol Emisi Gas Rumah Kaca pada 2050,non-clickbait,0,9
5430,PLN Dorong Penggunaan Kendaraan Listrik lewat Karnaval Jakarta Langit Biru,non-clickbait,0,10
6937,Pesawat Twin Otter yang Terbang dari Bandara Timika Hilang Kontak,non-clickbait,0,10
4103,CEO Big Hit Sebut Dua Lagu yang Populerkan BTS,clickbait,1,9
901,Rich Brian dan NIKI Siap Tampil di Hadapan Publik Indonesia,non-clickbait,0,10
4623,Terminal BBM Boyolali Sabet Penghargaan Platinum ISDA 2019,non-clickbait,0,8
8433,"Cherly Juno Eks Cherry Belle Masukkan Bayi Mungilnya Dalam Totebag, Tuai Reaksi Gemas Kebangetan",clickbait,1,14
1140,"Duet Bersama Gempi di Panggung, Gisella Anastasia Yakin Gading Pasti Bangga",non-clickbait,0,11
4266,Bagaimana Mengantisipasi Kebakaran di Lokasi Padat Penduduk?,clickbait,1,7
5989,WIMA Ina Tolak Revisi UU Pelayaran Utak-atik Azas Cabotage,non-clickbait,0,9
795,"Bukan di China, Ini Long March Massa Aksi Melintasi Pertokoan Magelang",clickbait,1,11
1106,"12 Foto Wajah Asli Idol K-Pop Saat Bangun Tidur, Ada Lisa Blackpink - V BTS!",clickbait,1,15
3042,Leclerc Antusias Sambut F1 GP Singapura 2019,non-clickbait,0,7
2069,JJC Pastikan Konstruksi Tol Layang Jakarta-Cikampek Tuntas September,non-clickbait,0,8
3572,Ibukota Diprediksi Miliki Cuaca Cerah Berawan Sepanjang Hari,non-clickbait,0,8
3783,"Hajab Kali! Parkir di Kantor Gubsu, Rp1,6 M Hilang, Padahal Buat Bayar Honor",clickbait,1,13
1252,"Genap 45 Tahun, Intip Kejutan Manis Yang Didapat Victoria Beckham di Ulang Tahunnya",clickbait,1,13
1977,"Korban Asap ke Posko Kesehatan Kian Banyak, Obat-obatan Menipis",non-clickbait,0,9
7730,"Dipastikan Nihil Titik Api, Status Darurat Pencemaran Udara Riau Akhirnya Dicabut",non-clickbait,0,11
4184,Koperasi Diminta Putus Rantai Tengkulak dan Calo,non-clickbait,0,7
3876,Warga Medan Labuhan Tertimpa Pohon di Jalan Imam Bonjol,non-clickbait,0,9
2209,"Selesaikan Renstra 2024, Kementerian PUPR Butuh Rp 1.815 Triliun",non-clickbait,0,9
3323,Jokowi Minta Semua Pihak Terkait Koordinasi Atasi Karhutla Riau,non-clickbait,0,9
1162,Berkas Nikah Ini Ungkap Agama Rina Nose Yang Sebenarnya,clickbait,1,9
1542,"5 Film Terbaik Indonesia yang Nggak Pernah Bosan Ditonton Lagi, Apa Judul Favoritmu?",clickbait,1,13
7432,"Kakek 60 Tahun di Tayan Hilir Setubuhi Bocah Kelas 2 SD, Dilakukan 5 Kali",clickbait,1,14
8600,Operasional Bandara Wamena Dihentikan Akibat Rusuh Demonstran Papua,non-clickbait,0,8
3357,Marcus/Kevin Jejaki Babak Kedua China Open 2019  ,non-clickbait,0,7
5149,"Menpora Mundur, Jokowi Secepatnya Cari Pengganti Imam Nahrawi",non-clickbait,0,8
2719,"Top 3 Tekno: Bocoran Informasi Spesifikasi, Fitur dan Harga iPhone 11",clickbait,1,11
7063,Pemerintah Menang Rebutan Wewenang Mengangkat Dewan Pengawas KPK,non-clickbait,0,8
4159,Pemerintah Sediakan Rp 100 M untuk Perbaikan Fasum di Papua,non-clickbait,0,10
1639,Wanita dengan Tubuh Berisi Terbukti Bikin Pria Lebih Bahagia,clickbait,1,9
3581,Padu Padan Jeans ala 4 Hijabers Ternama Ini Bikin Kamu Tampil Stylish,clickbait,1,12
7112,Persebaya Surabaya Bakal Mainkan Osvaldo Haay dan Rachmat Irianto Saat Lawan Kalteng Putra,non-clickbait,0,13
5605,AS dan Aliansi Teluk Bahas Respons Serangan di Saudi,non-clickbait,0,9
6306,"Jefri Nichol Gunakan Ganja karena Susah Tidur, Faktor Insomnia...",clickbait,1,9
152,"Status Tersangka Veronica Koman Disoal, Polri: Ada Praperadilan",non-clickbait,0,8
3861,"Setelah 'Ditanami Saham',  Model Seksi asal Indonesia Ini Ditinggal Kabur Pacar",clickbait,1,11
6382,BJ Habibie Pernah Terbitkan Inpres Hapus Diskriminasi Tionghoa,non-clickbait,0,8
7,HNW Sebut GBHN Jamin Rencana Pembangunan RI Jangka Panjang,non-clickbait,0,9
3503,"5 Wisata Kuliner Halal Johor Bahru, Nomor 2 Surganya yang Suka Nongkrong",clickbait,1,12
490,Menhub: Bandara HAS Hanandjoeddin Belitung Akan Dikelola AP II,non-clickbait,0,9
7044,"New Daihatsu Sigra Resmi Meluncur, Varian Terendah Harga Tak Naik",non-clickbait,0,10
3991,"Dagestan, Pegunungan Terpencil Penghasil Petarung MMA",non-clickbait,0,6
1035,"Nicky Tirta yang Santai soal Jodoh, Lihat Karakternya Melalui Zodiak Taurus",clickbait,1,11
358,Warga Riau Terdakwa Kasus Narkoba Divonis Mati di PN Medan,non-clickbait,0,10
4362,Thailand Tahan Imbang Indonesia di Babak Pertama,non-clickbait,0,7
3882,"Awas!!! Kibarkan Bendera Kusut, Koyak dan Luntur Bisa Kena Pidana",clickbait,1,10
3909,"Viral Paskibra Yatim Digantikan Anak Pejabat, Bupati : Anak Saya Luar Biasa...",clickbait,1,12
5389,"Bongkar Kasus Uang Palsu, Polres Mataram Raih Penghargaan dari BI",non-clickbait,0,10
447,3 Orang Meninggal Dunia Akibat Gempa Ambon,non-clickbait,0,7
3220,Salamander Raksasa Ini Dijuluki Amfibi Terbesar di Dunia,clickbait,1,8
5329,Stadion UNS Siap Jadi Venue Latihan Tim Piala Dunia U-20,non-clickbait,0,10
6693,Carrie Lam Minta Pemerintah Asing Tidak Campuri Urusan Hong Kong,non-clickbait,0,10
3506,Hipmi Ingin Pengusaha Muda Jadi Konglomerat Baru Indonesia,non-clickbait,0,8
2957,"Tidak Perlu Ribet, Inilah Resep Budae Jjigae yang Simpel dan Lezat",clickbait,1,11
1481,"Tak Dapat Gelar Pangeran, Anak Pangeran Harry-Meghan Akan Dipanggil Master Archie",non-clickbait,0,11
710,"Dampak Kabut Asap, Lion Air Group Batalkan 21 Penerbangan",non-clickbait,0,9
2536,Jadwal Timnas Indonesia vs Thailand: Saatnya Bangkit!,clickbait,1,7
1310,"Sinopsis Sinetron 'CINTA SUCI' Episode 326, Tayang 23 April 2019",non-clickbait,0,10
1644,"Pikap Tabrak Rumah di Kebon Jeruk, 2 Penghuni Terluka",non-clickbait,0,9
7416,Tantang Atta Halilintar? Bebby Fey Minta Sumpah Pocong dengan YouTuber Pelaku Pelecehan secara Live,clickbait,1,14
6684,"Tira Persikabo vs Persib Bandung, Erwin Ramdani Punya Target Ini",clickbait,1,10
1040,"Sukses Jadi Artis, Begini Potret Rumah Mpok Alpa yang Sederhana di Perkampungan",clickbait,1,12
1697,"Disebut oleh DPRD Hanya Ban Serep Ridwan Kamil, Ini Kata Uu Ruzhanul ",clickbait,1,12
8338," Beredar Foto Balita Raffi Ahmad Disebut Mirip Rafathar, Fans Nagita Slavina Tak Terima",clickbait,1,13
1043,"Sinopsis Drama LIFE Episode 16, Akhir Cerita yang Manis",clickbait,1,9
1841,"Banyak Kapal Vietnam Masuk ZEE Indonesia, Ini yang Dilakukan Menteri Susi",clickbait,1,11
7673,"Hampir Terlupakan, Penampilan Sederhana Hilda Vitria Pakai Sandal Jepit Di Tempat Hiburan Disorot",clickbait,1,13
666,Mahasiswa Teatrikal Gantung Diri Minta Ciujung Serang Bersih dari Limbah,non-clickbait,0,10
4376,Sati Meninggal Ditabrak Mobil Saat Seberangi Jalan Tol,non-clickbait,0,8
1097,"Setiap Adzan Berkumandang, Roger Danuarta Langsung Bergegas ke Masjid",non-clickbait,0,9
1884,Diskon Sampai 50 Persen Bagi Penunggak Pajak Kendaraan di DKI,non-clickbait,0,10
3955,Gubernur Kalteng : Tembak di Tempat Pengedar Narkoba!,clickbait,1,8
5883,"Pemerintah Percepat Penyediaan Rumah ASN, TNI, dan Polri",non-clickbait,0,8
7856," 7 Tips Ini Bakal Bantu Kalian Menentukan Ukuran Sepatu Saat Belanja Online, Dijamin Akurat!",clickbait,1,14
3923,"Perut Ditendang, Emak-emak Brayan Bengkel Dibegal, Warga : Pelakunya Itu Itu Saja!",clickbait,1,12
3648,"Resesi Ekonomi dan Kemunculan Satria Piningit, Ini Fakta Menariknya",clickbait,1,9
7882,"Donghae Sindir Acara SKF Delay, Kyuhyun Pamer Rambut Baru Hingga Goda Fans",clickbait,1,12
2373,"Sedang Perjalanan Dinas, Mekeng Tak Penuhi Panggilan KPK",non-clickbait,0,8
7586,"Ramalan Zodiak Cinta Kamis 19 September 2019, Sagitarius Harus Banyak Habiskan Waktu dengan Pasangan",clickbait,1,14
5637,Bea Cukai Kembalikan Impor Limbah Mengandung Sampah B3,non-clickbait,0,8
8283,"Atta Halilintar Resmi Polisikan Bebby Fey, Tutup Pintu Damai",clickbait,1,9
5517,Penurunan Uang Muka KPR 5% Hanya untuk Rumah Kedua,non-clickbait,0,9
7332,Begini Rekaman Pembicaraan di Dalam Mobil Innova yang Tabrakan dengan Bus Mira di Nganjuk,clickbait,1,14
1423,"Foto Prewed Jessica Iskandar - Richard Kyle, Mandi Bola Pakai Baju Warna-Warni",non-clickbait,0,12
1426,Ashton Kutcher Jadi Saksi di Persidangan Kasus Pembunuhan Berantai,non-clickbait,0,9
7654,"Viral Video Ambulans Ditembak Gas Air Mata, Ini Penjelasan Polri",clickbait,1,10
2618,4 Karya BJ Habibie di Industri Dirgantara yang Bikin Bangga Indonesia,clickbait,1,11
3856,"Nasdem Dukung Anies Jadi Presiden, PDIP Kaget : Kasian Pak Jokowi...",clickbait,1,11
2566,Arsenal Bikin Kesalahan Fatal Jual Iwobi,clickbait,1,6
3432,"Google Siapkan Peluncuran Pixel 4, Ini Fitur dan Spesifikasinya",clickbait,1,9
1592,Harga Starter Pack Sekolah Saaih Halilintar Bikin 'Sobat Miskin' Melongo,clickbait,1,10
1944,"Daihatsu Sigra 2019 Resmi Meluncur, Ini Ubahannya",clickbait,1,7
7264,Deretan Potret Liburan Mewah Maia Estianty di Labuan Bajo,clickbait,1,9
6151,Ketum PB PBSI Wiranto Tanggapi Kontroversi PB Djarum dan KPAI,non-clickbait,0,10
8356,Awkarin Tuai Pujian Usai Bagikan 3 Ribu Nasi Kotak ke Mahasiswa yang Demo di DPR,clickbait,1,15
8540,"Shafa Dilarang Punya Tato Wajah oleh Sarita, Ini Jawaban Saat Disebut Tak Pernah Susah Cari Duit",clickbait,1,16
2309,Inagurasi Binus Diikuti Lebih dari 12 Ribu Mahasiswa Baru,non-clickbait,0,9
7928,Atta Halilintar Ungkap Keinginan Untuk Jenguk Ibunda Bebby Fey Yang Jatuh Sakit,clickbait,1,12
6204,"Kasus Suap PT Angkasa Pura II, Ini Sederet Nama yang Diperiksa",clickbait,1,11
3569,"Vinales Podium Ketiga di Misano, Meregalli Tetap Puas",non-clickbait,0,8
7183,"Deretan Negara yang Dikunjungi Nikita Willy, Kolombia sampai Afrika Selatan",clickbait,1,10
2547,3 Kendala Manchester United yang Belum Diatasi Ole Gunnar Solskjaer,clickbait,1,10
6369,Sebab Tinggi Meja Loket Jangan Lebih dari 1 Meter,clickbait,1,9
6036,Ombudsman Evaluasi Kesiapaan Kebijakan Jaminan Produk Halal,non-clickbait,0,7
1202,"Masuk Dua Nominasi Billboard Music Award, BTS Jadi Trending Topic di Twitter",non-clickbait,0,12
1699,Permata Bank Luncurkan Layanan Syariah lewat Platform Digital,non-clickbait,0,8
1338,"Kedatangan Seleb dan Influencer di Event Wonderful Noon, Gimana Keseruannya?",clickbait,1,10
2262,"Bukalapak Dikabarkan PHK Karyawan, Ada Apa?",clickbait,1,6
2339,"Hanya Lima Tahun, Waskita Toll Road Saingi Jasa Marga",non-clickbait,0,9
7647,Foto Ganteng Zico Ini Bikin Netter Indonesia Heboh Gara-Gara Dianggap Mirip Roy Kiyoshi,clickbait,1,13
5575,Harga Huawei Mate 30 Porsche Design RS Tembus Rp33 Juta,non-clickbait,0,10
2801,Kenangan Wiranto Tentang BJ Habibie Sejak Jadi Menteri hingga Presiden RI,clickbait,1,11
2804,"HEADLINE: Janji Jokowi untuk Papua, Damai di Bumi Cenderawasih Bakal Terwujud?",clickbait,1,11
7808,Artikel Tentang BTS Singgung Kematian Tragis Jonghyun SHINee Picu Kemarahan Fans K-Pop,clickbait,1,12
3864,[Lipsus Gabungan] Terlampau Sadis! Begini Perlakuan Polisi Terhadap Anak-anak yang Ditahan Saat Rusuh di Bawaslu,clickbait,1,15
1688,"Diselimuti Kabut Asap, 7 Penerbangan di Bandara Syamsuddin Noor Banjarmasin ""Delay""",non-clickbait,0,11
1603,Vanessa Angel Bicara Soal Jodoh: Siapa Sih Cowok Yang Mau Nerima Aku?,clickbait,1,12
6638,"Kebakaran Hutan, Walhi: Pemilik Konsesi Harus Bertanggung Jawab",non-clickbait,0,8
1960,"Ada Kabut Asap, Kemenhub Sebut Bandara di Kalimantan dan Sumatera Tetap Beroperasi",non-clickbait,0,12
4649,In Picture: Tol Serang-Panimbang Sesi I Ditarget Beroperasi Akhir 2019,non-clickbait,0,10
8346,Kim Jong Kook Bongkar Fakta di Balik Foto Kocak Jeon So Min Saat Syuting 'Running Man',clickbait,1,16
5557,Lapan Pantau 281 Hotspot di Wilayah Sumatera Selatan,non-clickbait,0,8
7279,Ini Alasan Publik Perlu Tolak Revisi UU KPK,clickbait,1,8
1375,"Bukan Zendaya, Penyanyi Satu ini Yang Bakal Perankan Ariel LITTLE MERMAID Live Action",clickbait,1,13
5689,Pentingnya Suasana Nyaman Saat Periksa Gigi,clickbait,1,6
4898,Faozan Rizal: Habibie-Ainun Bagai Romeo-Juliet Indonesia,non-clickbait,0,6
7827,Nagita Slavina Ketakutan Naik Sepeda Malah Bikin Fans Gemas,clickbait,1,9
106,Ratusan Mahasiswa Surabaya Dukung Revisi UU KPK,non-clickbait,0,7
4698,Mendagri: BJ Habibie Milik Masyarakat dan Bangsa Indonesia,non-clickbait,0,8
2716,Sadio Mane Jawab Rumor Akan Hengkang dari Liverpool,clickbait,1,8
1994,"Bus Persib Dilempari Batu dan 2 Pemain Terluka, Begini Kronologinya",clickbait,1,10
8203,Barang Ini Langsung Terjual Ludes Usai Dipakai Suzy di 'Vagabond',clickbait,1,10
6223,"10 Wakil Indonesia di Babak II China Open 2019, Mereka Adalah ...",clickbait,1,12
1904,Hipmi Minta Jokowi Pilih Menteri yang Pro Pengusaha,non-clickbait,0,8
3559,Jokowi Tunggu Pimpinan KPK Ajukan Izin untuk Bertemu,non-clickbait,0,8
7675,"Ayu Ting Ting Lawan Song Hye Kyo Jadi Wanita Tercantik Dunia, Setuju?",clickbait,1,12
